Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Customer_Status_Predicted
21543-UTT,Male,71,No,Uttar Pradesh,3,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.55000305175781,73.55000305175781,0.0,0,36.91999816894531,110.47000122070312,Churned,Price,Price too high,1
21544-BIH,Male,56,Yes,Bihar,3,16,,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,48.75,442.20001220703125,0.0,10,0.0,452.20001220703125,Churned,Price,Lack of affordable download/upload speed,1
21572-ASS,Female,60,No,Assam,3,10,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.0,522.9500122070312,0.0,0,182.6300048828125,705.5800170898438,Churned,Attitude,Attitude of support person,1
21575-AND,Female,66,No,Andhra Pradesh,10,12,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,88.94999694824219,2291.199951171875,0.0,0,1191.5,3482.699951171875,Churned,Competitor,Competitor made better offer,1
21620-TAM,Female,53,No,Tamil Nadu,8,29,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,104.19999694824219,3243.449951171875,17.010000228881836,0,115.62999725341797,3342.070068359375,Churned,Dissatisfaction,Product dissatisfaction,1
21636-RAJ,Male,34,No,Rajasthan,15,14,,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.0999984741211,5440.89990234375,0.0,0,2258.820068359375,7699.72021484375,Churned,Dissatisfaction,Service dissatisfaction,1
21642-TEL,Male,60,Yes,Telangana,12,29,,Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,54.5,54.5,0.0,0,33.209999084472656,87.70999908447266,Joined,,,1
21686-RAJ,Male,44,Yes,Rajasthan,9,20,Deal 2,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,94.25,4867.9501953125,0.0,0,835.8099975585938,5703.759765625,Churned,Other,Moved,1
21710-JAM,Male,58,Yes,Jammu & Kashmir,12,26,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,86.44999694824219,830.8499755859375,0.0,0,176.5,1007.3499755859375,Churned,Competitor,Competitor made better offer,1
21811-CHH,Male,29,No,Chhattisgarh,13,7,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,85.25,855.2999877929688,0.0,100,20.200000762939453,975.5,Churned,Competitor,Competitor offered more data,1
21857-BIH,Female,32,No,Bihar,11,19,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,83.94999694824219,2254.199951171875,0.0,0,371.79998779296875,2626.0,Churned,Competitor,Competitor offered higher download speeds,1
21857-JHA,Female,30,Yes,Jharkhand,5,30,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,104.0,7250.14990234375,0.0,0,853.2999877929688,8103.4501953125,Churned,Attitude,Attitude of service provider,1
21919-UTT,Male,64,No,Uttar Pradesh,15,2,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,70.30000305175781,2416.550048828125,0.0,80,365.04998779296875,2861.60009765625,Churned,Other,Moved,1
21928-KAR,Male,30,Yes,Karnataka,3,36,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.05000305175781,1565.699951171875,0.0,0,106.47000122070312,1672.1700439453125,Churned,Dissatisfaction,Lack of self-service on Website,1
21945-KAR,Male,61,No,Karnataka,7,5,,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,80.8499984741211,866.4500122070312,23.719999313354492,0,219.1199951171875,1061.8499755859375,Churned,Competitor,Competitor offered more data,1
21956-JHA,Female,59,Yes,Jharkhand,10,8,,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card,82.30000305175781,214.39999389648438,0.0,20,134.91000366210938,369.30999755859375,Joined,,,1
22025-MAD,Female,63,Yes,Madhya Pradesh,14,18,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,104.1500015258789,7689.9501953125,0.0,0,434.1600036621094,8124.10986328125,Churned,Price,Extra data charges,1
22119-WES,Male,31,Yes,West Bengal,5,5,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.049999237060547,33.70000076293945,0.0,0,3.619999885559082,37.31999969482422,Joined,,,1
22124-JAM,Female,66,No,Jammu & Kashmir,14,7,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,69.4000015258789,69.4000015258789,0.0,0,38.529998779296875,107.93000030517578,Churned,Competitor,Competitor made better offer,1
22137-KAR,Female,51,No,Karnataka,4,28,,Yes,No,No,,,,,,,,,,One Year,No,Credit Card,19.850000381469727,19.850000381469727,0.0,0,47.459999084472656,67.30999755859375,Joined,,,1
22160-TEL,Female,29,Yes,Telangana,13,34,,Yes,No,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,99.94999694824219,547.6500244140625,0.0,0,30.959999084472656,578.6099853515625,Churned,Competitor,Competitor offered higher download speeds,1
22210-UTT,Male,70,No,Uttar Pradesh,13,23,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,74.4000015258789,527.9000244140625,32.459999084472656,0,62.439998626708984,557.8800048828125,Churned,Attitude,Attitude of service provider,1
22286-HAR,Female,54,Yes,Haryana,6,36,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.75,99.75,0.0,0,40.709999084472656,140.4600067138672,Churned,Competitor,Competitor had better devices,1
22439-RAJ,Female,73,Yes,Rajasthan,4,1,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,95.0,1120.300048828125,0.0,120,127.48999786376953,1367.7900390625,Churned,Dissatisfaction,Product dissatisfaction,1
22520-TAM,Female,32,No,Tamil Nadu,9,12,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,44.900001525878906,44.900001525878906,0.0,0,41.779998779296875,86.68000030517578,Churned,Dissatisfaction,Lack of self-service on Website,1
22533-RAJ,Female,63,No,Rajasthan,15,24,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,98.0999984741211,1060.199951171875,49.060001373291016,0,367.55999755859375,1378.699951171875,Churned,Dissatisfaction,Service dissatisfaction,1
22656-ODI,Female,34,Yes,Odisha,4,34,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99.5,5961.10009765625,0.0,0,634.8400268554688,6595.93994140625,Churned,Competitor,Competitor offered more data,1
22765-MAH,Female,40,Yes,Maharashtra,6,16,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.450000762939453,19.450000762939453,0.0,0,16.440000534057617,35.88999938964844,Joined,,,1
22782-ODI,Female,50,Yes,Odisha,2,28,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,19.299999237060547,54.70000076293945,0.0,0,30.389999389648438,85.08999633789062,Joined,,,1
22996-RAJ,Male,49,Yes,Rajasthan,11,18,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.69999694824219,1253.9000244140625,0.0,0,302.2799987792969,1556.1800537109375,Churned,Attitude,Attitude of support person,1
23059-WES,Male,48,Yes,West Bengal,5,6,,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,77.94999694824219,3384.0,0.0,0,1428.8399658203125,4812.83984375,Churned,Competitor,Competitor made better offer,1
23067-ASS,Female,75,No,Assam,2,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,74.44999694824219,74.44999694824219,0.0,10,31.270000457763672,115.72000122070312,Churned,Other,Don't know,1
23078-UTT,Female,57,Yes,Uttar Pradesh,3,24,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Bank Withdrawal,20.299999237060547,20.299999237060547,0.0,0,6.639999866485596,26.940000534057617,Joined,,,1
23132-PUN,Female,36,Yes,Punjab,0,15,,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,52.20000076293945,52.20000076293945,0.0,0,34.040000915527344,86.23999786376953,Churned,Competitor,Competitor made better offer,1
23148-CHH,Female,74,Yes,Chhattisgarh,4,9,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Two Year,No,Bank Withdrawal,44.0,44.0,0.0,0,28.670000076293945,72.66999816894531,Joined,,,1
23155-WES,Female,25,No,West Bengal,10,7,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,73.8499984741211,4092.85009765625,0.0,0,1993.0400390625,6085.89013671875,Churned,Attitude,Attitude of support person,1
23184-GUJ,Male,55,Yes,Gujarat,5,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.0,71.0,0.0,0,18.84000015258789,89.83999633789062,Churned,Attitude,Attitude of support person,1
23230-MAH,Male,21,Yes,Maharashtra,12,4,,Yes,No,Yes,Cable,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,55.0,55.0,0.0,0,47.220001220703125,102.22000122070312,Churned,Competitor,Competitor had better devices,1
23256-HAR,Female,32,Yes,Haryana,10,31,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,No,Bank Withdrawal,19.850000381469727,52.0,0.0,0,72.0999984741211,124.0999984741211,Joined,,,1
23313-TEL,Male,51,Yes,Telangana,3,9,Deal 5,No,,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,30.450000762939453,226.4499969482422,0.0,0,0.0,226.4499969482422,Churned,Competitor,Competitor had better devices,1
23332-ODI,Female,36,No,Odisha,1,17,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,84.44999694824219,1059.550048828125,0.0,0,148.32000732421875,1207.8699951171875,Churned,Dissatisfaction,Limited range of services,1
23378-GUJ,Female,73,Yes,Gujarat,1,15,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,74.9000015258789,321.75,0.0,0,104.91999816894531,426.6700134277344,Churned,Price,Lack of affordable download/upload speed,1
23381-RAJ,Female,61,No,Rajasthan,12,36,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79.55000305175781,79.55000305175781,0.0,0,5.099999904632568,84.6500015258789,Churned,Price,Price too high,1
23436-TEL,Male,69,Yes,Telangana,9,11,Deal 5,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,35.45000076293945,35.45000076293945,0.0,0,0.0,35.45000076293945,Churned,Dissatisfaction,Network reliability,1
23464-UTT,Female,56,No,Uttar Pradesh,15,24,,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80.05000305175781,830.7000122070312,0.0,0,497.0,1327.699951171875,Churned,Competitor,Competitor offered higher download speeds,1
23587-JHA,Female,67,Yes,Jharkhand,1,6,Deal 4,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,106.9000015258789,1364.300048828125,0.0,10,424.8399963378906,1799.1400146484375,Churned,Competitor,Competitor had better devices,1
23605-MAH,Female,31,Yes,Maharashtra,1,19,,Yes,No,No,,,,,,,,,,Month-to-Month,No,Credit Card,20.75,20.75,0.0,0,7.570000171661377,28.31999969482422,Joined,,,1
23608-GUJ,Female,65,Yes,Gujarat,14,32,Deal 2,No,,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card,55.54999923706055,2342.199951171875,0.0,0,0.0,2342.199951171875,Churned,Competitor,Competitor had better devices,1
23632-HAR,Female,37,Yes,Haryana,2,16,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,97.0999984741211,184.14999389648438,0.0,0,78.69999694824219,262.8500061035156,Joined,,,1
23683-TEL,Male,26,No,Telangana,10,16,,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.25,20.25,0.0,0,42.959999084472656,63.209999084472656,Joined,,,1
23691-WES,Male,59,Yes,West Bengal,11,24,,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.9000015258789,2448.75,0.0,0,131.75,2580.5,Churned,Competitor,Competitor offered more data,1
23729-UTT,Female,58,No,Uttar Pradesh,14,19,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,19.649999618530273,38.79999923706055,0.0,0,19.219999313354492,58.02000045776367,Joined,,,1
23770-TAM,Female,76,No,Tamil Nadu,8,15,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,99.55000305175781,1131.199951171875,0.0,0,14.079999923706055,1145.280029296875,Churned,Competitor,Competitor made better offer,1
23806-JAM,Female,67,No,Jammu & Kashmir,2,34,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,No,Month-to-Month,Yes,Credit Card,92.5,934.0999755859375,0.0,100,111.19999694824219,1145.300048828125,Churned,Competitor,Competitor made better offer,1
23811-ASS,Male,46,No,Assam,2,3,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,81.69999694824219,858.5999755859375,0.0,0,220.55999755859375,1079.1600341796875,Churned,Dissatisfaction,Poor expertise of phone support,1
23829-TAM,Male,76,Yes,Tamil Nadu,5,32,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.3499984741211,898.3499755859375,0.0,0,413.70001220703125,1312.050048828125,Churned,Competitor,Competitor made better offer,1
23837-BIH,Female,64,No,Bihar,14,5,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.0,294.45001220703125,0.0,0,106.29000091552734,400.739990234375,Churned,Attitude,Attitude of support person,1
23855-MAH,Female,53,Yes,Maharashtra,13,9,,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.900001525878906,111.05000305175781,0.0,0,10.15999984741211,121.20999908447266,Joined,,,1
23982-TAM,Female,27,Yes,Tamil Nadu,11,20,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,83.3499984741211,4065.0,0.0,140,824.3800048828125,5029.3798828125,Churned,Dissatisfaction,Product dissatisfaction,1
24101-MAH,Male,42,Yes,Maharashtra,5,22,,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,73.25,131.0500030517578,0.0,0,5.920000076293945,136.97000122070312,Churned,Price,Price too high,1
24121-KAR,Female,40,No,Karnataka,6,11,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.75,2407.300048828125,0.0,0,904.5599975585938,3311.860107421875,Churned,Competitor,Competitor had better devices,1
24148-AND,Male,79,No,Andhra Pradesh,7,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5999984741211,131.64999389648438,0.0,0,30.639999389648438,162.2899932861328,Churned,Price,Extra data charges,1
24183-AND,Male,81,No,Andhra Pradesh,5,29,Deal 2,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,90.8499984741211,4515.85009765625,0.0,0,2199.1201171875,6714.97021484375,Churned,Attitude,Attitude of support person,1
24185-MAH,Female,67,Yes,Maharashtra,5,33,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.30000305175781,424.45001220703125,0.0,0,198.0,622.4500122070312,Churned,Competitor,Competitor made better offer,1
24315-KER,Male,67,Yes,Kerala,7,6,,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,105.30000305175781,7299.64990234375,0.0,0,3207.56005859375,10507.2099609375,Churned,Competitor,Competitor offered more data,1
24438-TAM,Female,45,Yes,Tamil Nadu,0,26,,Yes,No,Yes,Cable,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85.30000305175781,4045.64990234375,0.0,0,2080.219970703125,6125.8701171875,Churned,Other,Don't know,1
24498-MAH,Female,76,No,Maharashtra,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.14990234375,0.0,0,234.2100067138672,3102.360107421875,Churned,Price,Extra data charges,1
24514-HAR,Female,70,Yes,Haryana,3,18,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.94999694824219,700.8499755859375,0.0,0,242.6199951171875,943.469970703125,Churned,Other,Don't know,1
24531-AND,Male,82,No,Andhra Pradesh,10,5,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.80000305175781,1951.0,0.0,0,95.4000015258789,2046.4000244140625,Churned,Competitor,Competitor had better devices,1
24550-PUD,Female,31,Yes,Puducherry,4,16,Deal 5,No,,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.400001525878906,77.1500015258789,0.0,0,0.0,77.1500015258789,Churned,Other,Don't know,1
24592-WES,Male,58,Yes,West Bengal,2,4,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.1500015258789,4512.7001953125,0.0,0,101.22000122070312,4613.919921875,Churned,Other,Don't know,1
24598-MAD,Male,22,No,Madhya Pradesh,9,4,Deal 4,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75.30000305175781,989.4500122070312,0.0,0,535.8599853515625,1525.31005859375,Churned,Dissatisfaction,Network reliability,1
24606-KER,Female,68,Yes,Kerala,4,32,,No,,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,48.349998474121094,810.7000122070312,0.0,0,0.0,810.7000122070312,Churned,Dissatisfaction,Service dissatisfaction,1
24611-JAM,Female,18,No,Jammu & Kashmir,9,5,,Yes,No,Yes,DSL,No,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Credit Card,55.150001525878906,1193.050048828125,0.0,0,737.6599731445312,1930.7099609375,Churned,Competitor,Competitor made better offer,1
24696-BIH,Female,69,Yes,Bihar,0,20,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,43.95000076293945,85.0999984741211,0.0,0,38.18000030517578,123.27999877929688,Joined,,,1
24721-MAH,Female,61,No,Maharashtra,2,1,Deal 5,Yes,No,No,,,,,,,,,,Month-to-Month,Yes,Credit Card,20.200000762939453,20.200000762939453,0.0,0,48.25,68.44999694824219,Churned,Price,Long distance charges,1
24754-AND,Female,63,Yes,Andhra Pradesh,0,28,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.55000305175781,200.1999969482422,33.79999923706055,0,5.010000228881836,171.41000366210938,Joined,,,1
24757-UTT,Female,32,No,Uttar Pradesh,9,1,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No,Month-to-Month,No,Bank Withdrawal,46.04999923706055,80.3499984741211,0.0,10,59.380001068115234,149.72999572753906,Churned,Attitude,Attitude of service provider,1
24768-UTT,Female,30,No,Uttar Pradesh,15,6,,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Mailed Check,75.30000305175781,75.30000305175781,0.0,0,4.130000114440918,79.43000030517578,Churned,Competitor,Competitor had better devices,1
24881-HAR,Female,47,Yes,Haryana,7,33,,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,97.8499984741211,1105.4000244140625,0.0,0,303.2699890136719,1408.6700439453125,Churned,Competitor,Competitor offered more data,1
24934-HAR,Female,23,No,Haryana,0,5,,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,50.150001525878906,762.25,0.0,0,228.16000366210938,990.4099731445312,Churned,Competitor,Competitor offered higher download speeds,1
24935-WES,Female,73,Yes,West Bengal,2,22,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.0999984741211,1474.75,0.0,0,414.5400085449219,1889.2900390625,Churned,Attitude,Attitude of support person,1
24990-WES,Female,36,No,West Bengal,8,24,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,71.6500015258789,135.75,0.0,0,58.060001373291016,193.80999755859375,Joined,,,1
25005-HAR,Female,20,Yes,Haryana,6,5,Deal 5,Yes,No,Yes,DSL,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Credit Card,44.29999923706055,134.5,0.0,0,133.3800048828125,267.8800048828125,Churned,Price,Extra data charges,1
25048-TEL,Male,47,No,Telangana,15,9,Deal 5,Yes,Yes,No,,,,,,,,,,Month-to-Month,No,Credit Card,24.0,24.0,0.0,0,32.95000076293945,56.95000076293945,Joined,,,1
25060-TAM,Female,64,No,Tamil Nadu,8,4,,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,108.1500015258789,4600.7001953125,0.0,0,1368.68994140625,5969.39013671875,Churned,Competitor,Competitor made better offer,1
25063-WES,Male,51,No,West Bengal,4,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,73.9000015258789,280.8500061035156,0.0,0,134.60000610351562,415.45001220703125,Churned,Competitor,Competitor had better devices,1
25097-MAH,Male,31,No,Maharashtra,8,8,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,95.1500015258789,196.89999389648438,0.0,0,77.0199966430664,273.9200134277344,Churned,Competitor,Competitor made better offer,1
25151-JAM,Female,67,No,Jammu & Kashmir,9,27,,No,,Yes,Cable,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,30.75,805.0999755859375,0.0,140,0.0,945.0999755859375,Churned,Competitor,Competitor made better offer,1
25161-DEL,Female,64,Yes,Delhi,11,26,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,83.05000305175781,1258.300048828125,0.0,110,661.9500122070312,2030.25,Churned,Competitor,Competitor made better offer,1
25214-BIH,Female,50,No,Bihar,9,16,,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,83.80000305175781,1900.25,0.0,0,892.6300048828125,2792.8798828125,Churned,Attitude,Attitude of support person,1
25268-TAM,Male,67,Yes,Tamil Nadu,15,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,68.94999694824219,68.94999694824219,0.0,0,21.649999618530273,90.5999984741211,Churned,Dissatisfaction,Limited range of services,1
25421-PUD,Female,19,No,Puducherry,2,12,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,74.69999694824219,74.69999694824219,0.0,0,44.11000061035156,118.80999755859375,Churned,Competitor,Competitor offered more data,1
25438-MAH,Female,43,No,Maharashtra,8,1,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.30000305175781,4016.85009765625,44.630001068115234,0,635.4000244140625,4607.6201171875,Churned,Dissatisfaction,Poor expertise of online support,1
25448-PUN,Male,54,No,Punjab,6,8,,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.80000305175781,69.80000305175781,0.0,10,22.860000610351562,102.66000366210938,Churned,Dissatisfaction,Network reliability,1
25517-RAJ,Female,40,No,Rajasthan,4,10,,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,91.44999694824219,171.4499969482422,0.0,10,98.81999969482422,280.2699890136719,Joined,,,1
25554-PUN,Male,44,No,Punjab,1,36,Deal 2,No,,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,42.349998474121094,1716.449951171875,0.0,0,0.0,1716.449951171875,Churned,Attitude,Attitude of support person,1
25564-KER,Female,37,No,Kerala,14,9,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,44.599998474121094,80.55000305175781,0.0,0,60.380001068115234,140.92999267578125,Churned,Price,Lack of affordable download/upload speed,1
